dp_secondary_id,primary_care_service_area_pcsa_label,primary_care_service_area_id,state_abbreviation,total_primary_care_providers_pcps,non_institutionalized_population,ratio_of_non_institutionalized_population_to_total_number_of_primary_care_providers,percent_of_pcsa_in_rural_area,population_age_0_14_years,population_age_15_64_years,population_age_65_years_or_greater,percent_of_population_age_0_14_years,percent_of_population_age_15_64_years,percent_of_population_age_65_years_or_greater,population_male,population_female,percent_of_population_male,percent_of_population_female,percent_of_population_black,percent_of_population_hispanic,percent_of_population_non_black,percent_of_population_non_hispanic,percent_of_population_non_white,percent_of_population_white,number_of_women_of_childbearing_age,population_american_indian_and_alaska_native_alone,population_asian_alone,population_native_hawaiian_and_other_pacific_islander_alone,families_for_whom_poverty_status_was_determined,families_with_income_below_1_00_times_the_u_s_federal_poverty_level_percent_of_total_by_primary_care_service_area,percent_of_population_with_known_income_below_1_00_times_the_u_s_poverty_guidelines_by_primary_care_service_area,percent_of_population_with_known_income_below_2_00_times_the_u_s_poverty_guidelines_by_primary_care_service_area,population_density,rural_population,total_population,preference_index,localization_index,number_of_primary_care_physicians,number_of_primary_care_physicians_1,non_federal,number_of_specialist_physicians,non_federal_1,number_of_ob_gyn_physicians,non_federal_2,number_of_primary_care_physician_assistants,number_of_gp_im_pediatric_physician_assistants,number_of_ob_gyn_physician_assistants,number_of_physician_assistants_with_specialty_as_geriatrics_or_unknown,number_of_dentists,non_federal_3,full_time_practice,number_of_dentists_1,non_federal_4,part_time_practice,primary_care_fte_physicians_for_mua_or_hpsa_purposes,crude_rate_primary_care_physicians,clinically_active,population_per_clinically_active_primary_care_physician,number_of_federally_qualified_health_center_look_alikes_located_in_pcsa,number_of_federally_qualified_health_centers_located_in_pcsa,number_of_tribal_run_sites_located_in_pcsa,number_of_indian_health_service_sites_located_in_pcsa,number_of_rural_health_clinics_located_in_pcsa,x64
06073020806,CA00_RAMONA,06073020806,CA,5,35873,"7,175:1",0,7006,24126,3738,7.6,69.19,10.72,17533,17337,50.28,49.72,0.89,23.54,99.11,76.46,17.37,82.63,6452,353,503,114,9517,522,8.06,23.23,258.259,8957,34870,0.5797,0.6391,5,5,3,0,0,0,0,0,11,2,5,14.339,6974,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06097150609,CA00_PETALUMA,06097150609,CA,57,79708,"1,398:1",29.6,14934,55691,10278,6.4,68.84,12.7,39920,40983,49.34,50.66,1.33,20.34,98.67,79.66,18.61,81.39,15124,555,3165,187,20304,867,7.67,20.94,514.0277,7851,80903,0.6884,0.7177,51,48,77,9,6,4,1,1,51,9,57.7,63.0385,1586.3333,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06099000912,CA02_MODESTO,06099000912,CA,135,151528,"1,122:1",0,37694,104419,15384,8.18,66.3,9.77,77965,79532,49.5,50.5,3.08,42.72,96.92,57.28,36.28,63.72,33341,2021,8923,1279,37041,5089,16.86,40.26,843.0788,5456,157497,0.4365,0.4721,119,117,188,13,16,12,0,4,68,10,138,75.557,1323.5042,2,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06103000700,CA00_RED BLUFF,06103000700,CA,39,61201,"1,569:1",99.9,13166,40226,10071,6.98,63.38,15.87,31610,31853,49.81,50.19,0.64,21.91,99.36,78.09,18.5,81.5,11063,1644,656,76,15890,2342,20.26,45.23,21.515,32676,63463,0.6292,0.6402,27,25,34,3,12,8,0,4,17,4,26,42.5445,2350.4815,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06107001200,CA00_VISALIA,06107001200,CA,162,190889,"1,178:1",77.1,51070,129066,20121,8.34,64.45,10.05,99671,100586,49.77,50.23,1.6,53.64,98.4,46.36,37.65,62.35,41592,2898,8375,224,46133,7149,19.2,44.26,146.5613,20820,200257,0.8258,0.8099,114,108,185,24,48,30,1,17,88,17,134.9,56.9268,1756.6404,2,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06111003300,CA01_OXNARD,06111003300,CA,59,172934,"2,931:1",0,43146,119507,16431,7.51,66.73,9.18,91140,87944,50.89,49.11,3.23,68.71,96.77,31.29,48.99,51.01,38694,2481,11955,699,37539,4358,14.39,38.61,3419.9727,310,179084,0.4359,0.4355,47,44,41,1,12,9,0,3,65,12,45.3,26.2447,3810.2979,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06111000302,CA00_FILLMORE,06111000302,CA,9,14096,"1,566:1",50.6,3605,9284,1496,8.14,64.54,10.4,7256,7129,50.44,49.56,0.54,75.46,99.46,24.54,43.55,56.45,3041,220,116,5,3322,250,9.71,38.75,125.5556,3871,14385,0.2657,0.2894,7,6,0,0,2,1,0,1,5,0,6,48.6618,2055,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06113010505,CA00_DAVIS,06113010505,CA,125,68428,547:1,0,9688,59452,6469,4.83,78.63,8.56,35872,39737,47.44,52.56,2.25,12.91,97.75,87.09,36.08,63.92,23810,391,17074,147,13397,1009,22.9,36.63,371.7803,2815,75609,0.6148,0.5996,117,115,105,16,8,7,1,0,44,3,136.3,154.7435,646.2308,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06065045207,CA02_INDIO,06065045207,CA,24,58294,"2,429:1",0,15900,39485,6592,8.45,63.71,10.64,30581,31396,49.34,50.66,1.93,70.18,98.07,29.82,40.34,59.66,13205,592,1288,62,13781,1496,15.09,39.66,2603.7644,627,61977,0.2662,0.2762,21,21,28,5,3,2,0,1,7,6,25.7,33.8835,2951.2857,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06067008403,CA02_FOLSOM,06067008403,CA,75,25301,337:1,0,6732,19229,2371,7.75,67.87,8.37,13687,14645,48.31,51.69,1.66,9.8,98.34,90.2,26.93,73.07,6253,168,4826,75,6810,198,3.94,11.25,1902.7555,0,28332,0.3395,0.3237,71,70,44,11,4,1,0,3,45,3,85.3,250.6,399.0423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071000604,CA00_CHINO,06071000604,CA,128,188734,"1,474:1",0,42916,139927,13714,8.01,71.19,6.98,98691,97866,50.21,49.79,6.01,50.76,93.99,49.24,45.41,54.59,44403,1731,26272,461,44799,2192,6.35,21.68,2044.99,3655,196557,0.2962,0.2947,102,102,98,3,26,11,0,15,102,11,116.4,51.8933,1927.0294,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071008703,CA00_YUCAIPA,06071008703,CA,23,61828,"2,688:1",0,13707,42404,8720,7.37,65.41,13.45,31901,32930,49.21,50.79,2.22,27.33,97.78,72.67,21.66,78.34,12451,667,2285,90,15850,1174,10.04,25.59,1138.7216,3054,64831,0.3997,0.3755,18,18,8,0,5,2,0,3,23,1,18.9,27.7645,3601.7222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071010026,CA00_VICTORVILLE,06071010026,CA,158,301722,"1,910:1",8.6,83484,209763,31967,9.13,64.5,9.83,162425,162789,49.94,50.06,11.51,43.94,88.49,56.06,42.21,57.79,67630,4158,9710,1292,71640,11026,19.3,41.77,511.757,15638,325214,0.5635,0.5994,119,112,124,8,39,20,1,18,95,17,121.6,36.5913,2732.8908,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071003000,CA01_FONTANA,06071003000,CA,18,53698,"2,983:1",0,16562,37272,3331,9.67,65.2,5.83,28370,28795,49.63,50.37,8,78.98,92,21.02,54.23,45.77,13563,639,988,174,11227,2180,22.15,55.44,9650.9231,0,57165,0.1393,0.1676,17,17,18,7,1,1,0,0,12,3,24,29.7385,3362.6471,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073008329,CA04_SAN DIEGO,06073008329,CA,94,55227,588:1,0,14411,40400,4842,8.93,67.73,8.12,29123,30530,48.82,51.18,0.86,7.31,99.14,92.69,28.72,71.28,11743,100,13218,51,15032,653,4.28,8.88,1889.1983,72,59653,0.245,0.2175,90,86,146,19,4,1,0,3,58,5,110.6,150.8725,662.8111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037121210,CA00_PACOIMA,06037121210,CA,10,38550,"3,855:1",0,10228,27702,2928,8.54,67.8,7.17,20445,20413,50.04,49.96,4.3,81.2,95.7,18.8,54.21,45.79,9402,369,2317,68,8076,1409,21.09,53.66,8962.2719,0,40858,0.1563,0.1534,8,8,14,1,2,1,0,1,6,0,9.5,19.58,5107.25,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037700802,CA00_BEVERLY HILLS,06037700802,CA,461,316648,687:1,0,39382,233643,44441,3.78,73.6,14,159410,158056,50.21,49.79,8.92,16.53,91.08,83.47,29.6,70.4,75705,1263,27530,286,60859,5169,12.72,28.39,8206.8788,0,317466,0.6606,0.6689,429,423,1645,128,32,7,2,23,477,64,630.2,135.1326,740.014,0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037552301,CA02_NORWALK,06037552301,CA,19,24403,"1,284:1",0,6075,17515,2413,8.18,67.36,9.28,12856,13147,49.44,50.56,5.43,72.09,94.57,27.91,49.68,50.32,5875,343,2793,119,5350,604,13.54,33.28,10622.0159,0,26003,0.2011,0.1891,16,15,18,0,3,2,0,1,9,3,16,61.5314,1625.1875,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037601001,CA00_INGLEWOOD,06037601001,CA,161,491975,"3,056:1",0,119258,334353,45945,8.15,66.93,9.2,237482,262074,47.54,52.46,44.01,52.65,55.99,47.35,79.5,20.5,114368,3346,4834,601,107775,25060,25.79,54.78,13378.6737,0,499556,0.2731,0.275,117,115,152,12,44,23,0,21,76,21,131.2,23.4208,4269.7094,2,34,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037302401,CA01_GLENDALE,06037302401,CA,130,180986,"1,392:1",0,28175,126962,22766,5.32,71.37,12.8,87909,89994,49.41,50.59,2.02,41.3,97.98,58.7,42.88,57.12,39892,1108,31759,174,41384,4873,14.29,35.49,6821.419,14,177903,0.3096,0.3227,104,104,153,10,26,10,0,16,102,19,136.3,58.4588,1710.6058,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037406200,CA02_WEST COVINA,06037406200,CA,59,95214,"1,614:1",0,20352,65599,11069,7.76,67.61,11.41,47537,49483,49,51,3.38,62.01,96.62,37.99,46.41,53.59,20767,1050,13052,151,21777,1734,10.57,28.66,4108.8239,0,97020,0.1767,0.1602,44,44,127,2,15,6,2,7,36,8,51.6,45.3515,2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037533107,CA02_HUNTINGTON PARK,06037533107,CA,38,62284,"1,639:1",0,15490,41068,4225,8.62,67.56,6.95,30194,30589,49.68,50.32,0.66,96.97,99.34,3.03,46.5,53.5,14297,758,303,39,13036,2794,22.28,54.73,20467.3338,0,60783,0.2516,0.2782,19,19,23,5,19,12,0,7,18,4,25.2,31.2587,3199.1053,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037550901,CA00_DOWNEY,06037550901,CA,252,199343,791:1,0,44242,137111,20479,7.97,67.93,10.15,98678,103154,48.89,51.11,3.77,73.11,96.23,26.89,44.76,55.24,45794,1824,13211,464,45480,3655,10.38,31.19,7847.9481,0,201832,0.4263,0.3977,228,223,445,41,24,8,1,15,118,14,278.7,112.9652,885.2281,1,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037183220,CA08_LOS ANGELES,06037183220,CA,10,11669,"1,167:1",0,2388,7480,1001,7.6,68.82,9.21,5398,5471,49.66,50.34,1.63,75.6,98.37,24.4,56.97,43.03,2498,124,1441,10,2403,358,16.79,46.46,19345.0842,0,10869,0.1167,0.0996,8,8,2,0,2,1,0,1,2,0,13.2,73.6038,1358.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037203500,CA03_LOS ANGELES,06037203500,CA,316,311907,987:1,0,85862,215033,23264,8.78,66.34,7.18,162802,161357,50.22,49.78,4.01,92.19,95.99,7.81,55.9,44.1,76496,3926,5215,144,61877,18336,30.92,66.33,13043.9062,0,324159,0.4664,0.458,268,266,585,48,48,26,1,21,80,14,388.4,82.6755,1209.5485,1,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037900703,CA00_LANCASTER,06037900703,CA,241,397954,"1,651:1",3.3,103882,286162,34976,8.87,67.33,8.23,212823,212197,50.07,49.93,15.02,43.3,84.98,56.7,45.6,54.4,89890,4226,16071,988,93686,14670,18.64,40.97,154.5078,41849,425020,0.7737,0.8114,205,201,251,26,36,20,0,16,111,14,236.7,48.233,2073.2683,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06065044103,CA00_BANNING,06065044103,CA,49,68504,"1,398:1",0,15557,43684,14318,7.1,59.39,19.46,35576,37983,48.36,51.64,5.72,38.4,94.28,61.6,33.55,66.45,13232,1906,3869,144,18226,1751,13.1,35.23,307.0147,6399,73559,0.4779,0.5111,41,40,34,4,8,6,0,2,20,4,44,55.7376,1794.122,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071010412,CA00_YUCCA VALLEY,06071010412,CA,26,63284,"2,434:1",99.3,13416,45462,9016,5.76,66.96,13.28,35518,32376,52.31,47.69,4.7,18.4,95.3,81.6,20.49,79.51,12908,899,1723,439,16450,1983,16.24,41.17,24.2649,22825,67894,0.6907,0.7621,22,21,22,2,4,2,0,2,9,3,24.1,32.4035,3086.0909,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073011000,CA02_CORONADO,06073011000,CA,7,5898,843:1,0,1077,4244,1176,6.42,65.32,18.1,3115,3382,47.95,52.05,1.34,11.36,98.66,88.64,11.76,88.24,1171,29,243,12,1522,23,6.61,11.87,9569.723,0,6497,0.4207,0.453,7,7,17,0,0,0,0,0,0,1,7.4,107.742,928.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073013310,CA01_CHULA VISTA,06073013310,CA,153,204523,"1,337:1",0,48132,148174,20860,7.96,68.23,9.61,108192,108974,49.82,50.18,5.5,52.27,94.5,47.73,48.88,51.12,47318,1450,39163,1359,50174,2628,6.68,20.84,3558.6983,2112,217166,0.3076,0.3122,136,129,153,20,17,10,1,6,95,10,157,62.6249,1596.8088,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037406102,CA00_COVINA,06037406102,CA,30,21566,719:1,0,4008,14847,2839,7.14,68.44,13.09,10483,11211,48.32,51.68,3.33,41.93,96.67,58.07,45.5,54.5,4440,220,4651,59,5288,311,9.35,24.18,3194.9658,0,21694,0.2486,0.2394,27,27,49,1,3,0,0,3,35,10,29.6,124.4584,803.4815,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037501802,CA01_WHITTIER,06037501802,CA,11,54356,"4,941:1",0,10983,38264,7009,6.93,68.02,12.46,27252,29004,48.44,51.56,1.4,66.41,98.6,33.59,37.9,62.1,12212,662,4044,71,13208,871,9.19,24.2,2991.0951,0,56256,0.2267,0.2136,8,7,42,6,3,1,0,2,31,5,13.6,14.2207,7032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037134422,CA00_WEST HILLS,06037134422,CA,133,208197,"1,565:1",0,39834,145910,24537,6.72,69.39,11.67,104298,105983,49.6,50.4,4.01,32.38,95.99,67.62,37.43,62.57,43428,1085,28475,282,52025,4368,11.03,27.97,2307.8241,2466,210281,0.3823,0.3662,117,115,194,19,16,9,0,7,139,36,142.9,55.6398,1797.2735,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06039000800,CA01_MADERA,06039000800,CA,49,91140,"1,860:1",73,27289,68804,8190,8.25,65.98,7.85,49272,55011,47.25,52.75,4.94,66.77,95.06,33.23,45.57,54.43,25796,2702,2109,124,20003,3843,23.44,52.97,188.5304,17807,104283,0.678,0.7373,35,35,71,10,14,4,0,10,32,8,45.1,33.5625,2979.5143,0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06107003801,CA00_PORTERVILLE,06107003801,CA,57,58529,"1,027:1",48.5,15958,36853,6099,8.93,62.56,10.35,29409,29501,49.92,50.08,0.91,58.16,99.09,41.84,38.11,61.89,11793,956,2805,61,13819,2690,23.97,50.88,216.4177,10723,58910,0.4269,0.4282,40,39,37,5,17,7,1,9,9,2,44.5,67.9002,1472.75,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06113011400,CA00_WOODLAND,06113011400,CA,59,69917,"1,185:1",0,16458,48719,8219,7.48,66.38,11.2,36445,36951,49.66,50.34,1.54,47.4,98.46,52.6,36.54,63.46,14883,1006,3826,221,17733,1561,12.42,33.62,84.1721,11954,73396,0.7125,0.749,48,47,43,4,11,5,0,6,28,7,54,65.3987,1529.0833,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073008312,CA00_LA JOLLA,06073008312,CA,254,97067,382:1,0,11503,79013,16687,3.25,73.7,15.57,52867,54336,49.31,50.69,1.35,10.12,98.65,89.88,30.2,69.8,28265,238,22691,174,21271,986,15.56,24.46,4215.8014,0,107203,0.5044,0.5151,236,219,754,66,18,4,0,14,135,19,307,220.1431,454.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06075013500,CA06_SAN FRANCISCO,06075013500,CA,85,26781,315:1,0,2022,21228,3480,1.43,79.42,13.02,12209,14521,45.68,54.32,1.34,5.66,98.66,94.34,18.76,81.24,8716,40,3314,32,4566,70,5.88,10.87,28294.7738,0,26730,0.2074,0.177,76,75,302,16,9,3,0,6,66,11,102.9,284.3247,351.7105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06077001300,CA00_STOCKTON,06077001300,CA,271,346997,"1,280:1",71.7,87751,233818,37774,8.04,65.07,10.51,177524,181819,49.4,50.6,10.47,42.65,89.53,57.35,58.77,41.23,75750,4115,63945,2020,81787,13068,20.17,44.62,775.1138,12520,359343,0.8589,0.8486,253,251,374,44,18,9,1,8,174,21,323.9,70.4063,1420.3281,13,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06079012704,CA00_TEMPLETON,06079012704,CA,76,92130,"1,212:1",17.6,18777,65413,13231,6.51,67.14,13.58,48654,48767,49.94,50.06,1.64,22.91,98.36,77.09,16.68,83.32,17418,1121,1763,161,25404,1649,9.27,24.07,26.6424,32333,97421,0.716,0.7168,63,62,133,8,13,9,0,4,45,13,70.5,64.6678,1546.3651,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06081605000,CA00_BURLINGAME,06081605000,CA,68,75674,"1,113:1",19.5,13676,51621,11453,5.76,67.26,14.92,37085,39665,48.32,51.68,1.43,20.69,98.57,79.31,44.04,55.96,14886,287,20622,1431,18761,1062,7.28,16.59,5111.0102,0,76750,0.3764,0.3892,64,63,117,9,4,0,1,3,66,15,72.7,83.3876,1199.2188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06083002010,CA02_SANTA MARIA,06083002010,CA,13,28162,"2,166:1",86.7,5504,18474,4899,7.62,63.97,16.97,14303,14574,49.53,50.47,1.31,24.7,98.69,75.3,18.09,81.91,4903,339,1088,56,7712,355,6.05,20.56,21.5848,3258,28877,0.3657,0.3619,13,12,8,0,0,0,0,0,10,1,14.3,45.0185,2221.3077,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06093000900,CA00_WEED,06093000900,CA,4,6610,"1,653:1",100,1273,4688,1270,6.06,64.83,17.56,3682,3549,50.92,49.08,3.71,11.12,96.29,88.88,17.26,82.74,1110,150,207,30,1931,211,15.98,39.11,30.528,4425,7231,0.58,0.6308,4,4,0,0,0,0,0,0,1,0,4,55.3174,1807.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06065046900,CA00_DESERT CENTER,06065046900,CA,17,17242,"1,014:1",81.6,4728,19134,2601,6.33,72.3,9.83,17221,9242,65.08,34.92,12.67,51.86,87.33,48.14,38.56,61.44,3601,307,345,38,4697,650,19.02,46.21,5.4241,13496,26463,0.7953,0.7855,15,14,8,1,2,2,0,0,6,2,14.8,56.6829,1764.2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06065051200,CA00_TEMECULA,06065051200,CA,181,240708,"1,330:1",0,62200,171144,24581,9.15,66.35,9.53,126852,131073,49.18,50.82,4.55,25.12,95.45,74.88,29.07,70.93,54891,2566,23399,967,60967,3136,6.69,18.58,785.3341,16736,257925,0.6739,0.6951,153,144,186,25,28,11,0,17,142,24,175,59.3196,1685.7843,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071007302,CA01_REDLANDS,06071007302,CA,261,170920,655:1,3.2,41649,117113,14591,8.2,67.56,8.42,85221,88132,49.16,50.84,8.52,58.78,91.48,41.22,50.44,49.56,40227,1707,16154,561,38519,4399,14.56,37.82,1803.5296,1728,173353,0.3943,0.397,233,201,446,34,28,12,0,16,166,17,309.6,134.4078,744.0043,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06071008200,CA02_REDLANDS,06071008200,CA,73,71994,986:1,0,14207,50114,9684,6.98,67.72,13.09,35432,38573,47.88,52.12,5.03,30.92,94.97,69.08,30.36,69.64,15654,716,5050,239,17530,1240,9.75,25.52,1790.3035,1355,74005,0.5433,0.5391,62,61,124,14,11,4,0,7,65,13,86.6,83.7781,1193.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073002905,CA08_SAN DIEGO,06073002905,CA,24,9015,376:1,0,1420,6983,891,4.44,75.13,9.59,4689,4605,50.45,49.55,10.24,23.49,89.76,76.51,35.46,64.54,2356,71,878,46,1902,198,19.62,35.49,8777.3281,0,9294,0.2005,0.2129,23,23,65,7,1,1,0,0,6,2,28.7,247.4715,404.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073003209,CA06_SAN DIEGO,06073003209,CA,2,16050,"8,025:1",0,3490,11398,1309,7.62,70.37,8.08,7724,8473,47.69,52.31,16.19,27.33,83.81,72.67,80,20,3655,69,6978,181,3848,288,7.21,23.18,10831.5822,0,16197,0.1373,0.1559,2,2,1,0,0,0,0,0,2,0,2.1,12.348,8098.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073012003,CA02_NATIONAL CITY,06073012003,CA,6,44477,"7,413:1",0,9328,29399,5159,7.42,66.99,11.76,21308,22578,48.55,51.45,13.96,32.57,86.04,67.43,75.19,24.81,9107,219,16827,588,10208,1140,14.49,31.36,9066.7318,0,43886,0.2437,0.2606,5,5,4,0,1,0,0,1,11,3,5,11.3932,8777.2,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06001433104,CA00_SAN LEANDRO,06001433104,CA,48,138229,"2,880:1",0,27874,96388,17086,6.5,68.19,12.09,68331,73017,48.34,51.66,15.42,32.23,84.58,67.77,63.4,36.6,29545,1159,34433,1143,31682,2902,10.84,28.2,7137.0231,0,141348,0.4014,0.419,42,42,78,4,6,4,0,2,81,12,49.4,29.7139,3365.4286,0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06007002400,CA00_BERRY CREEK,06007002400,CA,33,51799,"1,570:1",100,10279,34001,9057,6.6,63.75,16.98,26593,26744,49.86,50.14,2.21,12.57,97.79,87.43,24.2,75.8,9215,2138,3923,149,12831,1815,21.58,46.89,77.4447,16215,53337,0.7296,0.7561,20,18,52,5,13,8,0,5,17,4,26.7,37.4974,2666.85,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06009000300,CA00_MOUNTAIN RANCH,06009000300,CA,11,6156,560:1,100,941,4442,1586,5.14,63.74,22.76,3506,3463,50.31,49.69,1.29,9.01,98.71,90.99,11.51,88.49,919,124,78,6,1939,135,11.31,24.3,39.4936,6969,6969,0.5138,0.5159,9,8,15,0,2,2,0,0,4,0,8,129.1433,774.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06011000200,CA00_COLUSA,06011000200,CA,11,15608,"1,419:1",99.9,3941,10302,1993,7.76,63.45,12.28,8350,7886,51.43,48.57,1.05,53.49,98.95,46.51,34.95,65.05,3052,354,240,58,3820,360,12.14,39.65,17.4156,4264,16236,0.5435,0.5627,9,8,6,0,2,2,0,0,3,1,8,55.4324,1804,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06013334200,CA01_ALAMO,06013334200,CA,10,15023,"1,502:1",0,1183,5048,8638,3.02,33.95,58.09,5951,8918,40.02,59.98,0.93,3.99,99.07,96.01,11.43,88.57,943,18,1083,35,3773,136,3.41,12.75,2604.8818,0,14869,0.4629,0.4867,10,10,12,1,0,0,0,0,12,2,11.5,67.254,1486.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06013345108,CA00_SAN RAMON,06013345108,CA,107,137848,"1,288:1",0,33144,96362,15063,8.21,66.65,10.42,70759,73810,48.94,51.06,2.24,8.15,97.76,91.85,34.56,65.44,27111,361,36163,309,38107,910,3.12,6.95,856.6733,1766,144569,0.5712,0.5793,96,96,180,15,11,7,1,3,150,26,122.2,66.4043,1505.9271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06013363000,CA00_EL SOBRANTE,06013363000,CA,53,118138,"2,229:1",0,20686,82042,15110,6.08,69.62,12.82,57034,60804,48.4,51.6,15.81,23.42,84.19,76.58,59.13,40.87,23044,808,28956,578,30543,1914,8.28,19.97,1388.1675,913,117838,0.4494,0.4648,50,49,42,6,3,0,1,2,70,13,65.2,42.4311,2356.76,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06019004002,CA00_KERMAN,06019004002,CA,8,18892,"2,362:1",91.5,5642,12891,1648,8.54,63.88,8.17,10235,9946,50.72,49.28,0.5,70.13,99.5,29.87,47.2,52.8,4333,398,1228,15,4127,778,23.57,51.79,104.8985,6694,20181,0.3163,0.3328,5,5,0,0,3,3,0,0,3,1,6,24.7758,4036.2,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06025011803,CA01_EL CENTRO,06025011803,CA,12,36615,"3,051:1",91.3,9477,29042,4099,7.59,68.14,9.62,23231,19387,54.51,45.49,5.97,78.39,94.03,21.61,41.69,58.31,8017,492,820,40,9269,2060,23.09,51.55,42.4861,9118,42618,0.4153,0.3817,9,9,51,3,3,1,0,2,20,4,12.1,21.1178,4735.3333,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06027000400,CA00_BISHOP,06027000400,CA,25,18696,748:1,67.2,3212,12126,3293,6.2,65.09,17.67,9363,9268,50.25,49.75,0.53,17.13,99.47,82.87,23.39,76.61,2883,1983,255,15,5069,330,9.76,25.97,3.7668,8696,18631,0.8653,0.8867,24,24,26,4,1,1,0,0,8,2,27.8,128.8176,776.2917,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06035040100,CA00_LASSEN,06035040100,CA,3,4396,"1,465:1",85.3,794,3030,1081,5.65,61.77,22.04,2567,2338,52.33,47.67,0.61,13.33,99.39,86.67,15.88,84.12,645,194,22,7,1364,132,11.24,43.22,1.4423,4905,4905,0.1807,0.1797,1,1,1,0,2,1,0,1,1,0,1,20.3874,4905,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
